2026-08-31 05:10:18,654 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.9 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-31 05:10:18,793 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.9 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-31 05:10:26,097 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.7 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-31 05:10:26,889 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.7 | op=READ_VOLUME {"volume":"vol1"} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume vol1 is not found
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2746)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2718)
 
2026-08-31 05:10:26,978 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.7 | op=CREATE_VOLUME {"admin":"testuser","owner":"testuser","volume":"vol1","creationTime":"1788153026949","modificationTime":"1788153026949","quotaInBytes":"-1","quotaInNamespace":"-1","usedNamespace":"0","objectID":"-9223372036854775552","updateID":"1","Transaction":"1"} | ret=SUCCESS |  
2026-08-31 05:10:26,993 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.7 | op=READ_VOLUME {"volume":"vol1"} | ret=SUCCESS |  
2026-08-31 05:10:27,020 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.7 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2793)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2761)
 
2026-08-31 05:10:27,244 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.7 | op=CREATE_BUCKET {"volume":"vol1","bucket":"bucket1","bucketLayout":"FILE_SYSTEM_OPTIMIZED","gdprEnabled":null,"acls":"[user:testuser:a[ACCESS], group:testuser:rl[ACCESS]]","isVersionEnabled":"false","storageType":"DISK","creationTime":"1788153027070","bucketEncryptionKey":null,"modificationTime":"1788153027070","usedBytes":"0","usedNamespace":"0","snapshotUsedBytes":"0","snapshotUsedNamespace":"0","owner":"testuser","replicationType":null,"replicationConfig":null,"quotaInBytes":"-1","quotaInNamespace":"-1","Transaction":"2"} | ret=SUCCESS |  
