2023-03-23 15:03:22,733 [main] INFO  audit.AuditLogger (AuditLogger.java:refreshDebugCmdSet(126)) - Refresh DebugCmdSet for SCMAudit to [].
2023-03-23 15:03:22,812 [main] INFO  ha.SCMRatisServerImpl (SCMRatisServerImpl.java:<init>(88)) - starting Raft server for scm:d921930f-d542-40eb-8def-dc15158156ad
2023-03-23 15:03:23,151 [main] INFO  server.RaftServer (ConfUtils.java:logGet(46)) - raft.rpc.type = GRPC (default)
2023-03-23 15:03:23,205 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logFallback(53)) - raft.grpc.admin.host = null (fallback to raft.grpc.server.host)
2023-03-23 15:03:23,207 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logFallback(53)) - raft.grpc.admin.port = 9894 (fallback to raft.grpc.server.port)
2023-03-23 15:03:23,207 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logFallback(53)) - raft.grpc.client.host = null (fallback to raft.grpc.server.host)
2023-03-23 15:03:23,208 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logFallback(53)) - raft.grpc.client.port = 9894 (fallback to raft.grpc.server.port)
2023-03-23 15:03:23,208 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logGet(46)) - raft.grpc.server.host = null (default)
2023-03-23 15:03:23,209 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logGet(46)) - raft.grpc.server.port = 9894 (custom)
2023-03-23 15:03:23,209 [main] INFO  server.GrpcService (ConfUtils.java:logGet(46)) - raft.grpc.message.size.max = 32m (=33554432) (custom)
2023-03-23 15:03:23,211 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2023-03-23 15:03:23,211 [main] INFO  server.GrpcService (ConfUtils.java:logGet(46)) - raft.grpc.flow.control.window = 1MB (=1048576) (default)
2023-03-23 15:03:23,212 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.rpc.request.timeout = 30000ms (custom)
2023-03-23 15:03:23,221 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logGet(46)) - raft.grpc.server.heartbeat.channel = true (default)
2023-03-23 15:03:23,224 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logGet(46)) - raft.grpc.server.async.request.thread.pool.cached = true (default)
2023-03-23 15:03:23,224 [main] INFO  grpc.GrpcConfigKeys (ConfUtils.java:logGet(46)) - raft.grpc.server.async.request.thread.pool.size = 32 (default)
2023-03-23 15:03:23,468 [main] INFO  impl.DataStreamServerImpl (ConfUtils.java:logGet(46)) - raft.datastream.type = DISABLED (default)
2023-03-23 15:03:23,470 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.threadpool.proxy.cached = true (default)
2023-03-23 15:03:23,471 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.threadpool.proxy.size = 0 (default)
2023-03-23 15:03:23,471 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.rpc.slowness.timeout = 120000ms (custom)
2023-03-23 15:03:23,471 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.leaderelection.leader.step-down.wait-time = 10s (default)
2023-03-23 15:03:23,474 [main] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.storage.dir = [/home/runner/work/ozone/ozone/hadoop-hdds/server-scm/target/test-dir/TestSCMHAManagerImpl-b946a180-bb8b-46a5-83bb-826cd7ce8166/scm1/ratis] (custom)
2023-03-23 15:03:23,482 [main] INFO  server.RaftServer (RaftServerProxy.java:addNew(96)) - d921930f-d542-40eb-8def-dc15158156ad: addNew group-EF3379747B75:[] returns group-EF3379747B75:java.util.concurrent.CompletableFuture@23e9dd78[Not completed]
2023-03-23 15:03:23,502 [pool-3-thread-1] INFO  server.RaftServer$Division (RaftServerImpl.java:<init>(195)) - d921930f-d542-40eb-8def-dc15158156ad: new RaftServerImpl for group-EF3379747B75:[] with SCMStateMachine:uninitialized
2023-03-23 15:03:23,504 [pool-3-thread-1] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.rpc.timeout.min = 5000ms (custom)
2023-03-23 15:03:23,504 [pool-3-thread-1] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.rpc.timeout.max = 5200ms (custom)
2023-03-23 15:03:23,504 [pool-3-thread-1] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.rpc.sleep.time = 25ms (default)
2023-03-23 15:03:23,504 [pool-3-thread-1] INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(46)) - raft.server.rpc.slowness.timeout = 120000ms (custom)
