2023-09-15 20:49:06,864 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[testfile]} | ret=SUCCESS |  
2023-09-15 20:49:08,417 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[dir1/dir2/file]} | ret=SUCCESS |  
2023-09-15 20:49:09,440 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[], delimiter=[/]} | ret=SUCCESS |  
2023-09-15 20:49:10,307 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[dir1/], delimiter=[/]} | ret=SUCCESS |  
2023-09-15 20:49:11,175 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[dir1/dir2/file], delimiter=[/]} | ret=SUCCESS |  
2023-09-15 20:49:12,252 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[specialchars/a+b]} | ret=SUCCESS |  
2023-09-15 20:49:13,035 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[specialchars/], delimiter=[/]} | ret=SUCCESS |  
2023-09-15 20:49:13,843 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_BUCKET {bucket=[ozone-test-qeoihubqfj]} | ret=SUCCESS |  
2023-09-15 20:49:14,120 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[README3.md]} | ret=SUCCESS |  
2023-09-15 20:49:14,444 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[README4.md]} | ret=SUCCESS |  
2023-09-15 20:49:14,803 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[README10.md]} | ret=SUCCESS |  
2023-09-15 20:49:15,121 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=INIT_MULTIPART_UPLOAD {bucket=[encrypted], path=[multiUpload.1.gz], uploads=[]} | ret=SUCCESS |  
2023-09-15 20:49:39,184 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_MULTIPART_KEY {bucket=[encrypted], path=[multiUpload.1.gz], uploadId=[ea1120cc-bd79-43fd-978d-d3f2ab0c0a14-111071130748125321], partNumber=[2]} | ret=SUCCESS |  
2023-09-15 20:49:41,521 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_MULTIPART_KEY {bucket=[encrypted], path=[multiUpload.1.gz], uploadId=[ea1120cc-bd79-43fd-978d-d3f2ab0c0a14-111071130748125321], partNumber=[1]} | ret=SUCCESS |  
2023-09-15 20:49:41,720 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[encrypted], path=[multiUpload.1.gz], uploadId=[ea1120cc-bd79-43fd-978d-d3f2ab0c0a14-111071130748125321]} | ret=SUCCESS |  
2023-09-15 20:49:41,973 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=INIT_MULTIPART_UPLOAD {bucket=[encrypted], path=[multiUpload.2.gz], uploads=[]} | ret=SUCCESS |  
2023-09-15 20:50:05,019 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_MULTIPART_KEY {bucket=[encrypted], path=[multiUpload.2.gz], uploadId=[c2a5a4fb-1cd5-40df-8ca6-da994661d760-111071132511240332], partNumber=[2]} | ret=SUCCESS |  
2023-09-15 20:50:07,236 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_MULTIPART_KEY {bucket=[encrypted], path=[multiUpload.2.gz], uploadId=[c2a5a4fb-1cd5-40df-8ca6-da994661d760-111071132511240332], partNumber=[1]} | ret=SUCCESS |  
2023-09-15 20:50:07,336 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[encrypted], path=[multiUpload.2.gz], uploadId=[c2a5a4fb-1cd5-40df-8ca6-da994661d760-111071132511240332]} | ret=SUCCESS |  
2023-09-15 20:50:07,409 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_BUCKET {bucket=[bucket-mpigamsfyn]} | ret=SUCCESS |  
2023-09-15 20:50:07,590 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=LIST_S3_BUCKETS {} | ret=SUCCESS |  
2023-09-15 20:50:07,669 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=HEAD_BUCKET {bucket=[encrypted]} | ret=SUCCESS |  
2023-09-15 20:50:07,785 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=DELETE_BUCKET {bucket=[ozone-test-qeoihubqfj]} | ret=SUCCESS |  
2023-09-15 20:50:08,297 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_KEY {bucket=[encrypted], path=[README1.md]} | ret=SUCCESS |  
2023-09-15 20:50:08,374 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=HEAD_KEY {bucket=[encrypted], path=[README1.md]} | ret=SUCCESS |  
