2025-12-05 19:05:57,615 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.13 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-12-05 19:05:59,215 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:00,506 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:01,509 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:02,513 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:03,530 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:04,540 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:05,547 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:06,550 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:07,553 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:08,561 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:09,563 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:10,568 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:10,615 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.14 | op=GET_VERSION null | ret=SUCCESS |  
2025-12-05 19:06:10,729 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.18 | op=GET_VERSION null | ret=SUCCESS |  
2025-12-05 19:06:10,902 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.20 | op=GET_VERSION null | ret=SUCCESS |  
2025-12-05 19:06:11,308 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.19 | op=GET_VERSION null | ret=SUCCESS |  
2025-12-05 19:06:11,499 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.13 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-12-05 19:06:11,579 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:11,642 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.17 | op=GET_VERSION null | ret=SUCCESS |  
2025-12-05 19:06:12,506 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.14 | op=REGISTER {datanodeDetails=f042fee5-e015-457a-8116-815812a7d94f(dn/172.18.0.14)} | ret=SUCCESS |  
2025-12-05 19:06:12,585 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:12,623 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.10 | op=LIST_PIPELINE null | ret=SUCCESS |  
2025-12-05 19:06:12,695 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.18 | op=REGISTER {datanodeDetails=78b2a07e-5856-4058-bbed-af9ee66dd6f5(dn/172.18.0.18)} | ret=SUCCESS |  
2025-12-05 19:06:12,846 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.20 | op=REGISTER {datanodeDetails=b124a677-ed91-41d3-b390-a0fd87fbdb02(dn/172.18.0.20)} | ret=SUCCESS |  
2025-12-05 19:06:13,269 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.19 | op=REGISTER {datanodeDetails=14a5fc29-22d5-4f17-a7f4-4723cf856c16(dn/172.18.0.19)} | ret=SUCCESS |  
2025-12-05 19:06:13,592 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-12-05 19:06:13,625 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.17 | op=REGISTER {datanodeDetails=5c39db8f-6503-4d02-8687-81751f9ca9fa(dn/172.18.0.17)} | ret=SUCCESS |  
2025-12-05 19:06:14,512 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.14 | op=SEND_HEARTBEAT {datanodeUUID=f042fee5-e015-457a-8116-815812a7d94f, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9dc7c4de-8a87-43db-8789-5cc0bf3af5a7" uuid128 { mostSigBits: -7077471829303540773 leastSigBits: -8680304823868131929 } } type: RATIS factor: ONE datanode { uuid: "f042fee5-e015-457a-8116-815812a7d94f" ipAddress: "172.18.0.14" hostName: "xcompat-datanode-2.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "3" networkName: "f042fee5-e015-457a-8116-815812a7d94f" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -1134063892883487366 leastSigBits: -9144979778059118257 } level: 3 id { uuid { mostSigBits: -1134063892883487366 leastSigBits: -9144979778059118257 } } } cmdId: 1764961572511 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0, commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b680af26-8c8d-4f19-bae9-ab4fd0ce8ac1" uuid128 { mostSigBits: -5296040581686014183 leastSigBits: -4978259553787409727 } } type: RATIS factor: THREE datanode { uuid: "78b2a07e-5856-4058-bbed-af9ee66dd6f5" ipAddress: "172.18.0.18" hostName: "xcompat-datanode-4.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "4" networkName: "78b2a07e-5856-4058-bbed-af9ee66dd6f5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8697190294914220120 leastSigBits: -4905071322130950411 } level: 3 id { uuid { mostSigBits: 8697190294914220120 leastSigBits: -4905071322130950411 } } } datanode { uuid: "5c39db8f-6503-4d02-8687-81751f9ca9fa" ipAddress: "172.18.0.17" hostName: "xcompat-datanode-5.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "8" networkName: "5c39db8f-6503-4d02-8687-81751f9ca9fa" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 6645584134083398914 leastSigBits: -8752885010729752070 } level: 3 id { uuid { mostSigBits: 6645584134083398914 leastSigBits: -8752885010729752070 } } } datanode { uuid: "f042fee5-e015-457a-8116-815812a7d94f" ipAddress: "172.18.0.14" hostName: "xcompat-datanode-2.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "3" networkName: "f042fee5-e015-457a-8116-815812a7d94f" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -1134063892883487366 leastSigBits: -9144979778059118257 } level: 3 id { uuid { mostSigBits: -1134063892883487366 leastSigBits: -9144979778059118257 } } } cmdId: 1764961572516 priority: 0 priority: 1 priority: 0 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0]} | ret=SUCCESS |  
2025-12-05 19:06:14,594 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
